,survival,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,embark_town,alive,alone,family_size
822,0,1,male,-0.1665327871252423,0,0,,S,First,man,True,Southampton,no,True,0
823,1,3,female,,0,1,,S,Third,woman,False,Southampton,yes,False,1
825,0,3,male,-2.562111192710642,0,0,,Q,Third,man,True,Queenstown,no,True,0
826,0,3,male,-2.562111192710642,0,0,-0.8608071223909797,S,Third,man,True,Southampton,no,True,0
828,1,3,male,-2.562111192710642,0,0,,Q,Third,man,True,Queenstown,yes,True,0
830,1,3,female,,1,0,,C,Third,child,False,Cherbourg,yes,False,1
833,0,3,male,,0,0,,S,Third,man,True,Southampton,no,True,0
834,0,3,male,,0,0,,S,Third,man,True,Southampton,no,True,0
835,1,1,female,-0.0626305526715434,1,1,-0.0740541202449405,C,First,woman,False,Cherbourg,yes,False,2
836,0,3,male,,0,0,,S,Third,man,True,Southampton,no,True,0
839,1,1,male,-2.562111192710642,0,0,,C,First,man,True,Cherbourg,yes,True,0
840,0,3,male,,0,0,,S,Third,man,True,Southampton,no,True,0
841,0,2,male,,0,0,,S,Second,man,True,Southampton,no,True,0
842,1,1,female,-2.2534891842429254,0,0,,C,First,woman,False,Cherbourg,yes,True,0
843,0,3,male,-0.6497787962616194,0,0,,C,Third,man,True,Cherbourg,no,True,0
845,0,3,male,0.19669816183738545,0,0,,S,Third,man,True,Southampton,no,True,0
847,0,3,male,-0.5647382184268394,0,0,,C,Third,man,True,Cherbourg,no,True,0
848,0,2,male,,0,1,,S,Second,man,True,Southampton,no,False,1
849,1,1,female,-2.562111192710642,1,0,0.040583329721059776,C,First,woman,False,Cherbourg,yes,False,1
850,0,3,male,,4,2,,S,Third,child,False,Southampton,no,False,6
852,0,3,female,,1,1,,C,Third,child,False,Cherbourg,no,False,2
853,1,1,female,,0,1,-2.3176486887529806,S,First,woman,False,Southampton,yes,False,1
854,0,2,female,0.33844690873787375,1,0,,S,Second,woman,False,Southampton,no,False,1
855,1,3,female,,0,1,,S,Third,woman,False,Southampton,yes,False,1
856,1,1,female,0.40243561794230204,1,1,0.9077221389822522,S,First,woman,False,Southampton,yes,False,2
857,1,1,male,0.7186369652720348,0,0,,S,First,man,True,Southampton,yes,True,0
858,1,3,female,,0,3,,C,Third,woman,False,Cherbourg,yes,False,3
860,0,3,male,0.1174995872015517,2,0,,S,Third,man,True,Southampton,no,False,2
861,0,2,male,,1,0,,S,Second,man,True,Southampton,no,False,1
862,1,1,female,0.5729824816190975,0,0,,S,First,woman,False,Southampton,yes,True,0
864,0,2,male,,0,0,,S,Second,man,True,Southampton,no,True,0
865,1,2,female,0.19669816183738545,0,0,,S,Second,woman,False,Southampton,yes,True,0
866,1,2,female,,1,0,,C,Second,woman,False,Cherbourg,yes,False,1
867,0,1,male,-1.6208655753526766,0,0,-1.1744213776142416,S,First,man,True,Southampton,no,True,0
868,0,3,male,-2.562111192710642,0,0,,S,Third,man,True,Southampton,no,True,0
869,1,3,male,,1,1,,S,Third,child,False,Southampton,yes,False,2
871,1,1,female,0.5193016280802352,1,1,-1.0554189491963653,S,First,woman,False,Southampton,yes,False,2
872,0,1,male,-0.9594116828456197,0,0,,S,First,man,True,Southampton,no,True,0
873,0,3,male,0.5193016280802352,0,0,,S,Third,man,True,Southampton,no,True,0
874,1,2,female,,1,0,,C,Second,woman,False,Cherbourg,yes,False,1
875,1,3,female,,0,0,,C,Third,child,False,Cherbourg,yes,True,0
876,0,3,male,,0,0,,S,Third,man,True,Southampton,no,True,0
880,1,2,female,,0,1,,S,Second,woman,False,Southampton,yes,False,1
881,0,3,male,-0.9594116828456197,0,0,,S,Third,man,True,Southampton,no,True,0
882,0,3,female,,0,0,,S,Third,woman,False,Southampton,no,True,0
883,0,2,male,,0,0,,S,Second,man,True,Southampton,no,True,0
885,0,3,female,-0.0626305526715434,0,5,,Q,Third,woman,False,Queenstown,no,False,5
887,1,1,female,,0,0,,S,First,woman,False,Southampton,yes,True,0
888,0,3,female,-2.562111192710642,1,2,,S,Third,woman,False,Southampton,no,False,3
889,1,1,male,,0,0,,C,First,man,True,Cherbourg,yes,True,0
890,0,3,male,-1.2364173289037685,0,0,,Q,Third,man,True,Queenstown,no,True,0
